"縣市鄉鎮","物資存放點","主/次分類","條碼號","品名","最小單位規格","庫存數量","單位","保存期限"
" 苗栗縣   三灣鄉 "," 三灣鄉公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1061120 "
" 新北市   土城區 "," 土城區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1070120 "
" 臺北市   大同區 "," 台北市大同區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 3 "," 罐 "," 1061031 "
" 高雄市   茂林區 "," 茂林區多納活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1050117 "
" 臺南市   東山區 "," 臺南市東山區東原老人活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1060501 "
" 嘉義縣   阿里山鄉 "," 樂野村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 84 "," 罐 "," 1050401 "
" 雲林縣   東勢鄉 "," 東發商店 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 20 "," 罐 "," 1031231 "
" 新北市   永和區 "," 中興安養堂 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 3 "," 罐 "," 1040507 "
" 嘉義縣   番路鄉 "," 隙頂國小 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1050627 "
" 嘉義縣   阿里山鄉 "," 十字村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 30 "," 罐 "," 1050401 "
" 臺北市   文山區 "," 台北市安康平價住宅 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1051027 "
" 嘉義縣   阿里山鄉 "," 來吉村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 54 "," 罐 "," 1050401 "
" 新北市   烏來區 "," 信賢活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 17 "," 罐 "," 1030318 "
" 高雄市   桃源區 "," 桃源區勤和里辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 5 "," 罐 "," 1031009 "
" 雲林縣   東勢鄉 "," 立昇商店 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 360 "," 罐 "," 1060416 "
" 臺南市   東山區 "," 臺南市東山區代表會 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1060429 "
" 新北市   三峽區 "," 竹崙市民活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1050302 "
" 嘉義縣   大埔鄉 "," 坪林分校 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1050327 "
" 臺南市   楠西區 "," 臺南市楠西區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1051002 "
" 嘉義縣   番路鄉 "," 草山村朝天宮 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1050627 "
" 新竹縣   五峰鄉 "," 花園村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1021017 "
" 屏東縣   霧臺鄉 "," 大武村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1020930 "
" 高雄市   桃源區 "," 桃源區復興里活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 5 "," 罐 "," 1031009 "
" 苗栗縣   泰安鄉 "," 錦水村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1050219 "
" 新北市   板橋區 "," 板橋高中 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1060602 "
" 桃園市   龍潭區 "," 桃園市龍潭區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1061015 "
" 苗栗縣   泰安鄉 "," 大興村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1051205 "
" 南投縣   仁愛鄉 "," 法治村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1051001 "
" 臺中市   北屯區 "," 北屯區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1070210 "
" 高雄市   甲仙區 "," 甲仙區龍鳳寺 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1060115 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1060702 "
" 臺南市   安南區 "," 臺南市安南區佳好商店 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 10 "," 罐 "," 1060319 "
" 新竹縣   尖石鄉 "," 玉峰村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 5 "," 罐 "," 1060601 "
" 南投縣   仁愛鄉 "," 春陽村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1051001 "
" 南投縣   仁愛鄉 "," 親愛村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1051001 "
" 嘉義縣   阿里山鄉 "," 豐山村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 42 "," 罐 "," 1050401 "
" 嘉義縣   番路鄉 "," 鄧寬仁宅 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1050627 "
" 嘉義縣   大埔鄉 "," 西興活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1050327 "
" 嘉義縣   番路鄉 "," 永興國小 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1050627 "
" 新北市   永和區 "," 中興安養堂 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 3 "," 罐 "," 1050517 "
" 新北市   新店區 "," 雙城活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1040604 "
" 新北市   淡水區 "," 長庚活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1050428 "
" 桃園市   楊梅區 "," 楊梅區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1050119 "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1040705 "
" 嘉義縣   番路鄉 "," 大湖國小 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1050627 "
" 嘉義縣   阿里山鄉 "," 茶山村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 30 "," 罐 "," 1050401 "
" 新竹縣   五峰鄉 "," 桃山村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1021017 "
" 雲林縣   大埤鄉 "," 大埤鄉農會生鮮超市----已轉讓 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 5 "," 罐 "," 1010730 "
" 高雄市   那瑪夏區 "," 那瑪夏區南沙魯里鞍山巷 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 4 "," 罐 "," 1040419 "
" 臺南市   永康區 "," 臺南市永康區公所3樓禮堂 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 300 "," 罐 "," 1050103 "
" 新北市   五股區 "," 新北市五股區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 5 "," 罐 "," 1051112 "
" 臺南市   官田區 "," 臺南市官田區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1041231 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1060702 "
" 臺南市   將軍區 "," 臺南市將軍區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 3 "," 罐 "," 1050405 "
" 苗栗縣   泰安鄉 "," 象鼻村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1051205 "
" 臺南市   麻豆區 "," 臺南市麻豆區公所3樓 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 600 "," 罐 "," 1051231 "
" 臺北市   中正區 "," 臺北市中正區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1061031 "
" 雲林縣   北港鎮 "," 全聯實業股份有限公司 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 10 "," 罐 "," 1031231 "
" 南投縣   仁愛鄉 "," 發祥村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1050302 "
" 新竹縣   竹北市 "," 竹北市公所災民救濟物資儲存室 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1041127 "
" 臺東縣   蘭嶼鄉 "," 蘭嶼鄉公所社會課倉庫 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 18 "," 罐 "," 1050119 "
" 苗栗縣   泰安鄉 "," 清安村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1060219 "
" 苗栗縣   泰安鄉 "," 士林村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1060219 "
" 新北市   八里區 "," 長坑活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1050124 "
" 嘉義縣   番路鄉 "," 公田村活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1050627 "
" 新竹縣   新埔鎮 "," 新埔鎮公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 30 "," 罐 "," 1051231 "
" 嘉義縣   阿里山鄉 "," 里佳村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 30 "," 罐 "," 1050401 "
" 臺東縣   東河鄉 "," 尚德國小(村辦公處) "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1050120 "
" 新竹縣   五峰鄉 "," 竹林村集會所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1021017 "
" 新北市   鶯歌區 "," 南靖里活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1030908 "
" 高雄市   桃源區 "," 桃源區梅山里-馬舒霍爾文化聚會所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 4 "," 罐 "," 1031009 "
" 高雄市   桃源區 "," 桃源區拉芙蘭里-拉芙蘭社區活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 5 "," 罐 "," 1031009 "
" 宜蘭縣   蘇澳鎮 "," 南強里 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 12 "," 罐 "," 1050517 "
" 新北市   永和區 "," 中興安養堂 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1051110 "
" 南投縣   仁愛鄉 "," 互助村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1051001 "
" 新北市   貢寮區 "," 貢寮社區活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 9 "," 罐 "," 1050302 "
" 新竹縣   尖石鄉 "," 嘉樂村集會所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 5 "," 罐 "," 1060601 "
" 新竹縣   尖石鄉 "," 秀巒村集會所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 5 "," 罐 "," 1060601 "
" 高雄市   甲仙區 "," 甲仙區關山里舊震威宮 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 3 "," 罐 "," 1060115 "
" 苗栗縣   泰安鄉 "," 清安村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1051205 "
" 苗栗縣   泰安鄉 "," 錦水村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1051205 "
" 雲林縣   東勢鄉 "," 東發商店 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 20 "," 罐 "," 1060416 "
" 新北市   新莊區 "," 新莊區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 12 "," 罐 "," 1060128 "
" 新北市   三峽區 "," 大埔國小 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1060116 "
" 苗栗縣   泰安鄉 "," 士林村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1051205 "
" 臺北市   松山區 "," 臺北市松山區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1060702 "
" 苗栗縣   泰安鄉 "," 八卦村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1051205 "
" 臺北市   文山區 "," 臺北市文山區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 4 "," 罐 "," 1051027 "
" 苗栗縣   大湖鄉 "," 大湖鄉老人文康中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 3 "," 罐 "," 1040911 "
" 臺東縣   卑南鄉 "," 卑南鄉公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1031130 "
" 嘉義縣   阿里山鄉 "," 達邦村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 102 "," 罐 "," 1050401 "
" 新北市   石門區 "," 石門區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1041208 "
" 嘉義縣   大埔鄉 "," 埔頂集會所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1050327 "
" 苗栗縣   泰安鄉 "," 象鼻村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1060219 "
" 嘉義縣   番路鄉 "," 大湖村活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1050627 "
" 嘉義縣   番路鄉 "," 公田鄰長劉高對宅 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1050627 "
" 嘉義縣   阿里山鄉 "," 聯合村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 90 "," 罐 "," 1050401 "
" 新北市   石碇區 "," 石碇區公所 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1040702 "
" 南投縣   仁愛鄉 "," 精英村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1051001 "
" 新竹縣   尖石鄉 "," 錦屏村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 5 "," 罐 "," 1060601 "
" 新北市   板橋區 "," 板橋莊敬市民活動中心 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1060502 "
" 南投縣   仁愛鄉 "," 新生村辦公處 "," 食品類 / 主食品 "," 1011070 --"," 嬰兒奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1051001 "
" 高雄市   永安區 "," 永安中正堂 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1050731 "
" 臺南市   永康區 "," 臺南市永康區公所3樓禮堂 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 300 "," 罐 "," 1050103 "
" 臺東縣   太麻里鄉 "," 太麻里鄉華源村辦公處 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1051106 "
" 臺東縣   太麻里鄉 "," 太麻里鄉大王村辦公處 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1051106 "
" 臺東縣   大武鄉 "," 大武鄉多功能綜合活動中心 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 20 "," 罐 "," 1050226 "
" 嘉義縣   中埔鄉 "," 中崙村9鄰鄰長宅 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 3 "," 罐 "," 1050418 "
" 嘉義縣   中埔鄉 "," 石硦村1鄰鄰長宅 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1050418 "
" 新北市   樹林區 "," 樹林區公所 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 3 "," 罐 "," 1050312 "
" 新竹縣   尖石鄉 "," 石磊國小 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1040319 "
" 高雄市   杉林區 "," 大愛園區活動中心 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1050902 "
" 嘉義縣   中埔鄉 "," 灣潭村7鄰民宅 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 4 "," 罐 "," 1070223 "
" 臺南市   東山區 "," 臺南市東山區東原老人活動中心 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1060429 "
" 嘉義縣   竹崎鄉 "," 金獅村芊蓁坑 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 18 "," 罐 "," 1060324 "
" 嘉義縣   中埔鄉 "," 中崙村8鄰鄰長宅 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1060319 "
" 新北市   三芝區 "," 三芝區公所 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1060712 "
" 新北市   淡水區 "," 長庚活動中心 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1051201 "
" 新竹縣   尖石鄉 "," 玉峰國小 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1040319 "
" 嘉義縣   竹崎鄉 "," 金獅村東湖仔 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 18 "," 罐 "," 1060324 "
" 宜蘭縣   蘇澳鎮 "," 東澳里 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 8 "," 罐 "," 1041211 "
" 臺東縣   綠島鄉 "," 南寮村辦公處 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 12 "," 罐 "," 1051014 "
" 新北市   板橋區 "," 板橋區公所 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 4 "," 罐 "," 1050616 "
" 新北市   石碇區 "," 石碇區公所 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 24 "," 罐 "," 1040913 "
" 新北市   石碇區 "," 石碇區公所 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 48 "," 罐 "," 1040914 "
" 嘉義縣   中埔鄉 "," 中埔鄉公所 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 5 "," 罐 "," 1050930 "
" 高雄市   大樹區 "," 大樹區原大樹鄉代表會 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 3 "," 罐 "," 1060303 "
" 臺東縣   太麻里鄉 "," 太麻里鄉三和村辦公處 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1051106 "
" 彰化縣   永靖鄉 "," 老人文康中心 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 3 "," 罐 "," 1041231 "
" 高雄市   橋頭區 "," 橋頭區公所 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 12 "," 罐 "," 1041114 "
" 嘉義縣   中埔鄉 "," 東興派出所 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 3 "," 罐 "," 1050418 "
" 嘉義縣   中埔鄉 "," 中崙村7鄰鄰長宅 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1070223 "
" 屏東縣   琉球鄉 "," 屏東縣琉球鄉公所1樓物資儲藏室 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1060921 "
" 新北市   淡水區 "," 長庚活動中心 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 1 "," 罐 "," 1060505 "
" 嘉義縣   中埔鄉 "," 中崙村9鄰鄰長宅 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 2 "," 罐 "," 1070223 "
" 臺南市   官田區 "," 臺南市官田區公所 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 5 "," 罐 "," 1041231 "
" 新北市   深坑區 "," 深坑區公所 "," 食品類 / 主食品 "," 1011080 --"," 成人奶粉 "," 1罐／罐 "," 6 "," 罐 "," 1051014 "
